Código,NOMBRE DE LUGAR POBLADO,C1,C2
120607182,GRUTE O CERRO PISTOLA,5,12
120607186,CIGURIDIRETE,2,0
120607187,CIOROTE,2,0
120607188,COLORAO O NUTAINGOTE,10,74
120607189,GUAYACÁN O KIRERIGOTE (P),7,67
120607190,CRODOBITI,1,7
120607191,CUIRAGOTE,9,29
120607192,CUORIGOTE,6,11
120607193,DESEMBOCADURA DE MUNUNI,10,35
120607194,DOBROTE,3,8
120607202,KIKLINBITI,1,0
120607203,LOMA CABALLO O MODOTE,7,4
120607204,LOMA YUCA,5,13
120607206,MACHETE O JIDRATE,1,5
120607207,METOTE,6,40
120607208,MIGROI,5,0
120607209,MIRUNDI,8,27
120607210,MUDOBITI,2,13
120607211,MUNEBIDI,8,49
120607212,MUNIGOTE,6,39
120607213,NIMANDUBITI,2,8
120607214,NIRIOLETE,3,8
120607215,NOBOROTE,3,11
120607216,NOGRIGOTE,6,48
120607217,NOMONOE,3,16
120607218,NOROBITE,1,10
120607219,NUTE,3,10
120607220,OCUATE,2,15
120607221,OGUNTE,3,23
120607222,QUEALATE,2,0
120607223,QUEBRADA ARENA,4,17
120607226,QUEBRADA DIETA O WINBEDA,8,41
120607227,QUEBRADA GUAYABA,9,35
120607229,QUEBRADA IDA,1,3
120607233,RÍO PIEDRA  O OREBOTO,3,13
120607234,RUIBIDI,5,27
120607235,SITIBIRIQUIDETE,6,25
120607236,TIBITE,6,0
120607238,TROROBITE,3,13
120607239,TUGRADOTE,2,13
120607240,TURURY,20,39
120607242,DIVOTE (P),2,20
120607243,QUEBRADA NEGRA,66,301
120607245,GURUNTE No.1,3,0
120607247,NUDE No.2,10,110
120607248,MUNUNI NO.2 O MUNUNIGOTO (P),25,236
120607250,DOMINGO O BOMOOBYTI,5,24
120607251,SUGWAIKOTE,4,3
120607252,CRUNINGOTE,1,0
120607253,RINIKEA,7,19
120607254,BONGO O CANADÁ (P),11,119
120607255,CARACOL (P),6,0
120610001,ALTO MONO,23,68
120610002,BOCA DE ARENA O HUMANIGOTE,8,34
120610003,CALANTE,131,305
120610004,CHIVOTE (P),8,20
120610005,EL LIMÓN,1,3
120610006,JOGUATARY,8,4
120610007,LOMA ARENA,5,9
120610008,NOTENTE,37,143
120610010,ODOBATE (P),4,0
120610011,OLARI,12,34
120610012,PUERTO CUITE,30,110
120610013,QUEBRADA TIGRI,1,0
120610014,QUICATUBITE,7,16
120610015,RÍO GRANDE (P),28,78
120610016,SOLAITE O TOLAITE (P),28,121
120610017,VERÓN,9,11
120610018,SICLETE,4,2
120611001,ALTO CAÑA,2,0
120611002,ALTO SENIA,4,22
120611003,BALMITO SUICHE,2,18
120611004,BOCA DE RÍO BALSA,8,47
120611005,BRISA,1,0
120611006,CABECERA DE LORO U ORETE,1,0
120611007,CABECERA DE RÍO BALSA,11,68
120611008,CABECERA DE TOLAIDE,4,17
120611009,CANTE BLADIBE,2,9
120611010,CERRO AGUACATE O CLEBAITE,3,22
120611011,CERRO CANGREJO,15,57
120611012,CERRO CAÑA,9,53
120611013,CERRO CONEJO O ÑODUBIDI,4,23
120611014,CERRO PICANTE,10,36
120611015,CERRO PUERCO,6,30
120611016,CERRO ROBLE,4,16
120611017,CERRO TIJERA O SURDUBOTO,3,0
120611018,CERRO ZORRA O CUDOBIDI,1,0
120611019,DOLEGA,3,35
120611020,EL GUABO,2,1
120611022,GAVILÁN O MODUBUTO,10,79
120611023,GRONIGRETE,2,9
120611024,GUORICOTE,7,37
120611025,GURUNTE No.2,2,0
120611026,IYOBOTO O CERRO MAÍZ,30,124
120611027,LOS SANTOS,5,31
120611028,MANDE MANCHIULA,41,177
120611029,NEGRA ROJA O CERRO VENADO,5,37
120611031,ÑURUNDE O AGUA DE SALUD,27,71
120611032,ORIENTE,9,28
120611033,PIEDRA MANO O PUNTA PIEDRA,2,28
120611035,QUEBRADA ARENA NO.1 O JUANIGUIDETE,8,16
120611036,QUEBRADA ARENA U OMANIGOTE,11,62
120611037,QUEBRADA BARRANCO,3,30
120611038,QUEBRADA BEJUCO No.2,6,26
120611039,QUEBRADA BEJUCO O CORIBODO,15,37
120611040,QUEBRADA CATARRO No.1,13,47
120611041,QUEBRADA CONGO,12,19
120611043,QUEBRADA FLOR O BABARIGUIDETE,15,91
120611044,QUEBRADA HACHA ARRIBA,8,51
120611045,QUEBRADA NUEVA O YOMOROBOTO,1,0
120611046,QUEBRADA TIGRE,10,76
120611048,QUEBRADA ZAÍNO O TIROGUDE,2,0
120611049,RÍO FLORES,2,8
120611050,RÍO TOLAIDE O MADRIKOTE,6,26
120611051,SUICHE O QUEBRADA SUICHE,7,28
120611052,TOBORIGRETE,11,36
120611053,TOLOTE O ÑOKOTOABITE,43,201
120611054,URARA O URARATUBIDI,2,5
120611055,URIBITO O QUEBRADA HACHA,65,287
120611056,CERRO TIJERA,9,19
120611057,CERRO VISITA FLOR O MILLIDUBITI,4,33
120611058,GUAYABO,5,17
120611059,ALTO LORO,3,9
120611060,CERRO GAVILÁN,1,6
120611061,CERRO HUACA O CRURIBETE,6,4
120611062,CERRO PISTOLA O CRURIBOTA,3,0
120611063,CRONIGOTE,4,28
120611064,TOBORIGUETE,7,53
120611065,TUNNITUBITI,2,4
120611066,BONGO O CANADÁ (P),5,0
120611067,CERRO ESPEJO,2,2
120701002,CAYO GUANTE,7,30
120701003,CAYO PALOMA O PIGEON CAY,62,218
120701004,CUARIGONTE O QUEBRADA CACAO,9,33
120701005,ENSENADA O QUENAMOY,71,285
120701006,KUSAPÍN,401,1752
120701007,LOMA TUCÁN O CUERETUBITI,1,9
120701008,MIRADOE O QUEBRADA AYER,3,3
120701009,NORINTUBOTO,8,34
120701010,PLAYA BALSA,39,161
120701011,PLAYA BASTÓN,13,64
120701012,PUNTA ALEGRE,46,151
120701013,PUNTA AVISPA,23,71
120701014,PUNTA UVA O GUACAMAYA,61,230
120701015,PUNTA VALIENTE,38,157
120701016,QUEBRADA HILO,21,77
120701017,QUEBRADA NASA,22,99
120701018,ISLA AVISPA,2,10
120701019,IBIARI,16,103
120701020,ISLA TIGRE,5,16
120701021,NIDORI,22,135
120702002,BAHÍA GRANDE,57,299
120702005,BUENA VISTA,75,143
120702006,BUCORI,104,444
120702020,MUTARI,30,160
120702022,PATICINKY O CAYO PATTERSON,56,197
120702024,PLAYA LORENZO,95,500
120702025,PLAYA VERDE,52,253
120702029,PUNTA TORO,1,0
120702033,PLAYA BAMBÚ,17,42
120702034,SECRETARIO O PALMAS BELLAS,16,49
120702036,SYRAIN O PUNTA SYRAIN,86,317
120702043,PUNTA GALLINAZO No.2,10,39
120702044,PUNTA GALLINAZO,25,90
120702045,COMUNIDAD TROTMAN,28,135
120702052,KEQUE MANE,13,48
120702055,MONTE VIRGEN O BOCOLA,51,235
120702057,PLAYA JOBO,10,41
120702058,PLAYA RAYA,10,50
120702059,BAHÍA AZUL,117,392
120702061,TABEBITI,13,34
120702065,AGOY,5,10
120702066,CANINGOTE,34,200
120702067,JOBORI,3,10
120702068,RÍO LORENZO ARRIBA O FRANKLIN,4,12
120702069,PLAYA HERMOSA,27,109
120702070,TABEBITI No.2 O NIBITI,12,46
120702072,PUNTA GALLINAZO No.1,11,40
120702073,QUEBRADA PEZ,8,25
120702074,GALLINA CHICA,58,244
120702075,QUEBRADA RUARI,14,59
120702076,TORIBIOTE,2,3
120705002,ARIONDA,7,43
120705005,BEGABUDI,2,3
120705006,BITIGARU,9,42
120705007,BOCA DE RÍO CHIRIQUÍ,151,447
120705009,BUROTONI,2,6
120705010,BUROTE,44,252
120705013,CABECERA DE RÍO CAYUCO,5,38
120705016,CAMARÓN No.2,5,16
120705017,CAÑA BLANCA,4,13
120705018,CAÑAVERAL (P),12,33
120705019,CAÑO COLORADO ARRIBA O VALLE RICO,33,97
120705020,CERRO MANTA,1,3
120705022,CERRO PUERCO,12,66
120705023,CERRO SANTOS O GORONDUBEDA,24,73
120705025,CLEATE,2,4
120705026,CUIRATE,2,0
120705028,QUEBRADA CAYUCO O DUÑUY,4,8
120705029,DORORI O BRODORI MEDIO,3,2
120705030,DOGUARIGOTE,10,49
120705031,DURU,5,0
120705034,GUATU,11,5
120705035,IBARI O QUEBRADA PICANTE,6,51
120705036,JODROTE,9,63
120705038,JUVARI,8,35
120705039,KARIGUIDETE,2,2
120705040,KIKARIGOTE O KIGARIGOTE,2,4
120705042,KUISOTE,9,51
120705043,KULLY,30,97
120705044,KUROTE,7,25
120705046,LIBRATE,14,42
120705047,LOMA DE RÍO CAÑAVERAL,17,65
120705048,MAINA,3,0
120705054,MUAY ABAJO,14,30
120705055,MUAY ARRIBA O CABECERA DE MUAY,36,147
120705056,MURUTE,3,0
120705057,NIDANGOTE,2,10
120705058,NUDODIVIDI,7,14
120705059,NURINDE,6,8
120705060,ÑODOLENTE,2,5
120705062,OBATU,2,0
120705063,ODOBARI,8,62
120705066,ORORI,6,25
120705068,PANTÁN O BOCA DE RÍO CAÑA (P),20,114
120705069,QUEBRADA CEDRO O RÍO CEDRO,29,191
120705073,RANCHO,6,17
120705078,RÍO PIEDRA (P),9,60
120705079,SAMINDI,8,42
120705082,SAN PEDRO ABAJO,56,220
120705083,SARDINA,6,15
120705084,SICIDE,2,9
120705085,SORONI,2,16
120705086,SULIDU,15,57
120705087,TIRITE O TIRETE,6,17
120705089,TUBITU,8,28
120705090,URO,3,0
120705091,VEGAY,27,102
120705092,BONGLON,32,221
120705093,CAÑO LAGARTO,11,55
120705094,SIROTE (P),5,31
120705099,TIGER HEAD O PLAYA TIGRE,8,51
120705100,MANGO NO.2,4,29
120705103,AGUAS SALUD ESCALA,2,0
120705104,BRORORI ABAJO,4,13
120705105,BRORORI ARRIBA,16,44
120705106,BRURI,13,76
120705107,CAMARÓN,12,7
120705108,CERRO CAPILLA O MERABOTA,10,2
120705109,CERRO PUERCO ARRIBA,6,34
120705110,DUDOBODA,4,22
120705111,GAVILÁN,4,13
120705112,JUBIDI,2,8
120705113,KRUGOTE,5,48
120705114,ÑORONTE,2,3
120705115,ÑURUNTE,2,6
120705116,PIEDRA CRUZ,42,183
120705117,PIEDRA CRUZ ARRIBA,8,55
120705118,QUEBRADA BAMBÚ,4,26
120705119,QUELIATE,2,7
120705120,UMANDU,13,51
120705121,URABIDI,4,11
120705122,ROTE,2,0
120705123,JOROTONI,1,0
120705124,MORORI O NORARI,4,16
120706005,BURORI O BURARI,33,151
120706020,SHARK HOLE,34,109
120706052,PANTAN O BOCA DE RÍO CAÑA (P),76,233
120706054,PUNTA ESCONDIDA,110,484
120706055,PUNTA FIEBRE,2,4
120706060,QUEBRADA MOTOMBA,5,6
120706065,RÍO BONITO,23,87
120706079,TOBOBE,188,658
120706085,POTET,10,25
120706086,PUNTA ICACO O PUNTA COCO PLOM,1,6
120706087,PLAYA ROJA,51,264
120706088,OLD BEST O PLAYA OLD BEST,48,209
120706094,PUEBLO NUEVO No.1,57,306
120706193,BAHÍA ESCONDIDA,3,0
120706194,PUNTA NÍSPERO,78,315
120706198,KUENANIGOTE,32,167
120706200,QUEBRADA QUENANI,6,23
120706204,DAMANI,2,0
120706205,MESELE,6,45
120706206,QUEBRADA YUCA,11,74
120708001,BIRATE,2,11
120708002,CABECERA DE RÍO CHICO,9,47
120708003,CABEZA DE TORO O NIDOBIDI,2,15
120708004,CAÑAVERAL,82,338
120708005,CLEROTE,2,13
120708006,CUGLUGROY,5,12
120708007,DOBORI,57,203
120708008,EIMITY,2,0
120708009,ESSEY ARRIBA,31,145
120708010,ESSEY CHI,4,39
120708011,IGLETE,51,207
120708012,JOGLATE,7,28
120708013,KIARRI,9,35
120708014,KLEAY,41,176
120708015,KURORI,5,34
120708016,MIRARI,5,10
120708017,MUATE,3,9
120708018,MURIBITE O MURIBITI,2,0
120708019,MURIGOTE,2,17
120708020,ÑOBLOTE,2,0
120708021,PICARA,5,13
120708022,PUEBLO NUEVO No.2,6,23
120708023,QUEBRADA SUEGRO O UGLUTE,9,48
120708024,RINCONTE,7,32
120708025,RÍO CHICO,9,58
120708026,RÍO VIENTO,55,263
120708028,RITTI,21,77
120708029,RUITIUBITI,5,17
120708030,SABIOTE,3,8
120708031,SIROTE (P),47,168
120708032,TEBATUS O TIBALTIBUTO,2,14
120708033,TORONTE,8,9
120708034,UGUERIGOTE,14,26
120708035,VISIRI,2,0
120708036,VISITUBITE,6,21
120708037,JOGUNTE,7,22
120708038,KIGAÑOY,2,20
120708039,MANIGOTE O KEKE MANICOTE,4,23
120801001,ALTO PITA,4,20
120801002,ALTO TIGRE,5,29
120801003,ARENA (P),5,27
120801004,CABECERA DE ALMEJA,15,100
120801005,CASIRA,7,45
120801006,CERRO MONO,7,24
120801007,CERRO PENCA (P),14,33
120801008,CERRO TABACO,9,47
120801009,CHIVORI GRANDE,34,183
120801010,COCLESITO (P),124,624
120801011,GUARUMO,6,17
120801012,LLANURA,35,194
120801013,LOMA TIBITI,7,10
120801014,PALMA BELLA,3,5
120801015,PUNTA SIRAIN,6,31
120801016,QUEBRADA ALMEJA,20,99
120801017,QUEBRADA BURI,5,27
120801018,QUEBRADA CAYUCO ARRIBA,67,492
120801019,QUEBRADA CAYUCO O SAMBOA,166,598
120801020,QUEBRADA CHOGORRO,4,14
120801021,QUEBRADA COCUYO O TOBORI (P),45,259
120801022,QUEBRADA GUANÁBANO,27,151
120801023,QUEBRADA TUCÁN,11,66
120801024,QUEBRADA VENADO O BURARI,35,147
120801025,QUEBRADA ZORRA O MINA ZORRA,36,211
120801026,SAGUITE,8,38
120801027,SANTA MARTA (P),36,212
120801028,SULIARI,7,45
120801029,YOLON,16,94
120801031,NIGUINDUBATA (P),3,7
120801032,PIÑA,7,5
120802001,ALTOS DEL VALLE,80,174
120802002,BARRANQUILLA No.3 (P),4,3
120802004,BUENA VISTA,3,0
120802005,LA LOMITA,100,385
120802006,CARACOL O GUARI,75,194
120802007,EL GUABO,71,260
120802008,EL VALLE,75,239
120802009,GUABITO O PALMITA ARRIBA,8,16
120802010,GUARUMITO (P),93,337
120802011,GUAYABAL,73,126
120802012,HIGUERÓN (P),79,273
120802013,HIGUERÓN MELLIZOS ARRIBA (P),13,8
120802014,LA VERRUGOSA,6,16
120802015,LAJAS,11,4
120802016,MALI,127,432
120802017,MUDRIGOTE,14,46
120802018,ORIENTE,225,783
120802020,PALO SECO,8,9
120802022,PUEBLO NUEVO,332,1549
120802023,QUEBRADA DE PIEDRA,5,0
120802024,TOLOTE,57,208
120802025,VALLE ABAJO,14,71
120802026,ZULIARI,22,52
120802027,CERRO SILENCIO,8,0
120802028,GUALAQUITA O NUTIVI,25,19
120802029,LA PALMITA,31,93
120802030,NUEVA ESTRELLA ARRIBA,12,0
120802031,PALMITO,40,204
120802032,CAÑIZO,57,98
120802033,COMUNIDAD DE ALTO ORIENTE,17,56
120802034,MEDIO ORIENTE,19,13
120802035,NUEVA ESTRELLA (P),1,0
120802036,ALTO CLARO (P),6,2
120802037,ALTO BARRANQUILLA,8,0
120802038,LA PALMITA ARRIBA,17,49
120803007,BOCA DE MACHO,4,18
120803010,BOCA DE QUEBRADA TIGRE,5,37
120803011,BOCA DEL RÍO GUARIVIARA (P),3,0
120803015,CAÑO SUCIO No.1,62,384
120803020,CERRO ÑEQUE,55,257
120803021,CERRO RANA O PIEDRA ROJA,34,70
120803023,COCLESITO (P),1,20
120803024,CHALITE,57,236
120803027,DUDORI,63,365
120803031,JONONI (P),1,13
120803035,LOMA FELIZ,13,9
120803038,MANANTI CENTRO (P),8,33
120803040,MELEN,11,5
120803042,ÑUITANGOTE O GUALAQUITA,11,59
120803044,ODOGARI,14,62
120803048,QUEBRADA ARMADO O ÑURI,15,9
120803052,QUEBRADA CAMISA,15,97
120803053,QUEBRADA CARACOL O DRURI,28,167
120803056,QUEBRADA COCUYO O TOBORI (P),6,39
120803058,QUEBRADA DRURAY,7,18
120803065,QUEBRADA PICANTE,8,28
120803066,BOCA DE MACHO No.2 O QUEBRADA PIEDRA ANCHA,24,132
120803067,QUEBRADA ROJA O ÑUTAICOTE,12,30
120803068,QUEBRADA SÁBALO,2,7
120803069,QUEBRADA SAL,12,27
120803070,QUEBRADA TIGRE ARRIBA,30,211
120803071,QUEBRADA TRENE,8,17
120803072,QUEBRADA TULA,78,409
120803075,RÍO COY (P),2,3
120803077,RÍO SÁBALO,47,173
120803079,SAN FÉLIX,46,240
120803080,SANTA MARTA (P),6,9
120803081,SOLAITE O TOLAITE (P),2,0
120803082,TULA ARRIBA,22,88
120803084,CABECERA DE QUEBRADA ARMADO,7,0
120803085,CERRO PAILA,24,78
120803088,MUNENI,9,6
120803089,OBAOTATE,19,78
120803091,QUEBRADA ARENA,6,20
120803092,QUEBRADA CEDRO,11,16
120803094,QUEBRADA LAGARI,4,18
120803095,RíO GRANDE (P),8,36
120803096,SAN JUAN,30,132
120803097,SANTA MARTA  ARRIBA,7,24
120803098,SILENCIO,24,125
120803100,TOLOTE,18,95
120803102,QUEBRADA ARMAO,7,8
120803104,ALTO CEDRO,8,32
120803105,ALTO MONO,2,0
120803106,ALTO ZUTO,3,9
120803107,CHACARERO,2,2
120803108,GRORI,9,52
120803109,PALMIRA,3,8
120803110,QUEBRADA RANA,3,25
120804001,BAHÍA LA BALLENA,125,744
120804002,BARRANQUILLA NO.1,73,384
120804003,BARRANQUILLA NO.2,71,446
120804007,BOCA DE MAN CREEK (P),50,199
120804008,BOCA DEL RÍO GUARIVIARA (P),41,167
120804010,CAÑAZAS,14,60
120804012,CENTRO DAIRA,73,331
120804013,CENTRO DAIRA No.2 O MUMANIROTE,53,215
120804015,EL GUABAL,69,350
120804016,EL  LIMÓN O LOMA LIMÓN,18,82
120804018,LOMA PIÑA,13,110
120804019,MONTE LIRIO,71,386
120804020,PUEBLO MESA,123,621
120804021,MAN CREEK O PUMUNA,72,254
120804022,QUEBRADA BUENAVENTURA,33,146
120804023,QUEBRADA DIABLARI,9,55
120804025,QUEBRADA JURI O QUEBRADA ARENA,74,351
120804026,QUEBRADA LIMÓN (P),3,23
120804027,QUEBRADA MARCELINO,8,37
120804028,QUEBRADA PAVÓN,23,134
120804029,RÍO GUARIVIARA,1,0
120804032,ARENA (P),35,141
120804033,BOCA DEL RÍO DAIRA (P),6,0
120804034,CABECERA DE RÍO PIEDRA,12,28
120804036,CAÑA,18,106
120804037,CERRO PENCA (P),2,7
120804038,CHIVORI CHICO,32,118
120804039,MECARI,16,44
120804040,NUEVA ESPERANZA,36,188
120804041,PLAYA CAIMITO,23,87
120804042,QUEBRADA DURARI,11,59
120804043,QUEBRADA PITA,26,145
120804046,COLINAS,27,140
120804047,QUEBRADA VENADO,22,92
120804049,RÍO DAIRA (P),1,0
120804050,ALTO CAÑA,30,120
120804051,ALTO MAN CREEK,28,131
120804052,CANDELILLA,22,76
120804053,NIGUINDUBATA (P),11,10
120804054,NIGUINTE,6,7
120805001,LA GLORIA (P),30,132
120805002,BAJO EL BURRO,1,0
120805003,BAJO CEDRO ARRIBA,39,316
120805004,BAJO LA ESTRELLA O NUEVA ESTRELLA,61,363
120805006,BOCA DE NEGRITA O LA NEGRITA (P),13,112
120805008,CABECERA DE RITA CUBA,7,34
120805009,CAÑO CLARITO,11,47
120805010,CARACOL,1,0
120805011,CILICO CREEK (P),90,373
120805012,CONPE O CON FE,10,46
120805013,CUIRACOTE,2,12
120805014,DOS BOCAS (P),55,353
120805015,QUEBRADA EL LIRIO,12,57
120805016,FILO DE CAÑAZA,34,98
120805017,FILO VERDE,124,616
120805019,LOMA DE AGUA,55,258
120805020,LOS CEDEÑOS (P),2,1
120805021,LOS MOLEJONES (P),13,35
120805022,NORTEÑO (P),180,864
120805023,PALMA REAL (P),4,9
120805024,QUEBRADA ARDILLA O CUNDONE,5,16
120805025,QUEBRADA ARENA,11,31
120805026,QUEBRADA LAUREL,14,17
120805027,QUEBRADA BALSO,7,55
120805028,QUEBRADA MACHO,5,19
120805030,QUEBRADA NARANJOS,5,0
120805031,QUEBRADA PITA,40,93
120805034,QUEBRADA  VARGAS,14,108
120805036,RITA CUBA O LA PENCA,17,44
120805037,SANTA MARTA O CABECERA DE QUEBRADA ARENA,86,444
120805038,PUEBLO SANTO O SANTOS,69,194
120805039,ALTO PEÑA,14,28
120805040,CABECERA DE QUEBRADA ARENA,10,14
120805041,COCLESITO,23,33
120805042,LOMA VENADO O PALMITO (P),37,201
120805043,QUEBRADA CONEJO O ÑÚ,2,6
120805044,ALTO EL BURRO,1,1
120805045,BUENA VISTA,24,153
120805046,LA CONGA (P),9,26
120805047,LA UNIÓN,8,26
120805048,LOMA CHAPARRO,7,37
120805049,NORTEÑO ARRIBA,19,50
120805051,LAS CAÑAS (P),1,0
120805052,ALTO BELÉN,7,21
120805053,ALTO CHORRO,15,71
120805054,ALTO CHORRO ARRIBA,3,11
120805055,ALTO LA GLORIA,14,34
120805056,ALTO MAYO,14,57
120805057,ALTO NORTEÑO,10,3
120805058,ALTO TIGRE,9,27
120805059,BAJO MONO,13,43
120805060,CERRO PAVA,3,12
120805061,EL CAPRICHO,1,0
120901001,BOCA DE AGUACATE,12,64
120901002,AGUACATE,65,148
120901003,AGUACATE ARRIBA,50,116
120901005,BOCA CHÚCARA (P),5,5
120901008,BOCA DE CHONTE,19,70
120901009,BOCA DE TONCRI O TONCRI,7,23
120901011,CAHUITA,28,67
120901012,BOCA DE CALOVEBORITA (P),2,7
120901019,CERRO MARAÑÓN,66,252
120901022,QUEBRADA CAÑO,2,0
120901029,CHUMBULUN,2,3
120901030,EL CUAY,5,11
120901033,CHARCO EL LAGARTO O EL LAGARTO,1,1
120901037,LA LAJA,32,80
120901038,LIMÓN,4,10
120901039,LIMONCITO,11,35
120901048,QUEBRADA AHOGADA,27,94
120901050,QUEBRADA CERCA,7,28
120901051,QUEBRADA FLORES,26,75
120901060,RAISAL (P),20,73
120901063,RÍO DAJAO,3,4
120901068,SANTA CATALINA O CALOVÉBORA,33,104
120901069,SEGUNDA CORRIENTE (P),90,294
120901070,SAN SOLEDAD,106,255
120901074,ZARAGOZA,3,7
120901077,QUEBRADA SARDINILLA,5,16
120901078,LOMA DE CHELELE O CHELELE,15,63
120901080,SANTA CATALINA ARRIBA O QUEBRADA CATALINA,38,121
120901082,BOCA DEL CAÑO,2,1
120901083,EL TERRÓN O TERRÓN,31,107
120901084,LOS CEDROS,1,0
120901092,LA PALIZADA,1,0
120901093,REMOLINO,2,3
120901094,AGUACATE No.2,11,52
120901095,LOS PRIMITIVOS,8,26
120901096,BOCA DEL MANGO,9,17
120901100,PUNTA SANTANA,1,0
120901101,QUEBRADA HACHA,5,9
120901103,LOMA PAVA,3,8
120901108,BOCA DE CAHUITA,17,48
120901114,PEDREGOSO,31,91
120901123,LLANO PIÑA,27,64
120901133,CERRO BAQUENQUE,4,0
120901141,LA ZARAGOZA,18,100
120901146,ALTO CUAY,30,103
120901147,ALTO CHONTE,6,1
120901148,ALTO PIÑA,6,14
120901149,BOQUETE,12,35
120901152,CERRO MONO,9,26
120901154,LAVADORES,1,0
120901155,PASO HONDO (P),2,3
120901156,RECODO DEL MERO,2,8
120901158,BOCA DE TERRÓN,5,14
120901159,CAHUITA ARRIBA,34,105
120901160,CAÑO ESCONDIDO,2,11
120901161,CASA GRANDE O CERRO CASA,9,0
120901163,LA PISTA,12,35
120901164,QUEBRADA AHOGADA No.2,33,31
120901165,TERRÓN ARRIBA,13,48
120901166,ALTO JIRA,19,43
120901167,LOMA CHONTE,2,6
120901168,LOMA CHONTE ABAJO,2,0
120901169,CERRO MANGO,13,32
120901170,GUAGARITA,11,16
120902001,ALTO JUJUCA,26,71
120902002,BOCA DE RÍO GRANDE O NUEVA ESPERANZA (P),19,69
120902003,CABREÑO,4,9
120902004,CARRICILLAL O QUEBRADA CARRICILLAL,2,1
120902005,DAJAO O QUEBRADA DAJAO,17,69
120902006,GUACAMAYA O RÍO GUACAMAYA,50,242
120902007,PALMAR O RÍO PALMAR O QUEBRADA PALMAR,53,120
120902008,PASO GATUS (P),18,85
120902009,RÍO GRANDE O PAJONAL (P),6,25
120902010,RÍO LUIS (P),38,133
120902011,RÍO LUISITO,16,62
120902012,VALLE BONITO (P),50,218
120902013,ALTO CEDRO,11,41
120902014,BAJO CEDRO,12,44
120902015,CERRO PAJARITO,6,12
120902016,ALTO PIÑA,2,15
120902017,CABECERA DE QUEBRADA JAVILLA,1,0
120902018,CERRO CACAO,1,0
120902019,CERRO PÁJARO,4,0
120902020,CERRO PITA,5,24
120902021,RÍO LUIS BRAVO,48,112
120903003,CARACOL No.2 O CHELELE,9,42
120903005,CERRO BATEA,5,0
120903006,CERRO CAUCHO,5,7
120903007,CERRO COCO O CERRO CAÑA BRAVA,3,0
120903008,CERRO CONGO,8,5
120903009,CERRO GLORIA,4,11
120903010,CERRO LUCERO,20,66
120903011,CERRO PIRAGUAL,5,1
120903012,CERRO TULIVIEJA O CERRO MIEL,17,82
120903014,CERRO COCUYO,4,18
120903015,CHARCO HUMO,3,0
120903017,EL COMÚN,4,16
120903018,JEBULE,8,27
120903019,LOMA YUCA,43,36
120903021,LLANO ARENA O LLANO ARENAL,4,14
120903022,LLANO MACHO O LLANO CAÑO,27,93
120903023,LLANO MORALES O LLANO MORA,3,13
120903024,LLANO PIRAGÜA O JUJUQUE,4,24
120903025,LLANO PIRAGUAL,3,0
120903027,LLANO NARANJAL  O NARANJIO,4,6
120903028,PASO DE CHONTE,8,56
120903029,PIEDRA FOGÓN O LLANO PIEDRA,2,0
120903030,PIEDRA GRANDE,7,46
120903031,QUEBRADA ARENAL,5,0
120903033,QUEBRADA PÁJARO O LOMA MACHO,3,6
120903034,RÍO CORRALES O ALTO DE CORRALES,28,94
120903036,BARRANCO,24,0
120903037,BELLA CRUZ,9,18
120903038,BOCA DE CHONTE ARRIBA,9,50
120903039,LLANO BONITO,18,72
120903040,LLANO MOLEJONES,5,0
120903041,PENSANTE,4,3
120903042,QUEBRADA CAMARÓN,2,0
120903044,QUEBRADA JUJUNA,7,1
120903045,VIRULÍ,3,13
120904001,ALTO DE CAÑA BLANCA,4,16
120904002,ALTO GUAYABO,11,16
120904003,ALTO PITA O CERRO PITA,16,119
120904004,BARRANCÓN,3,4
120904005,BOCA CHÚCARA (P),25,91
120904006,CABEZA DE CAÑO,1,0
120904007,CAÑA BLANCA,135,696
120904008,CAÑA VISTO,13,55
120904009,CARACOL No.1,3,8
120904010,CERRO LORO,14,20
120904011,CERRO MOLINO,8,66
120904012,CERRO PIÑA,7,32
120904013,CHELELE,24,99
120904014,CHELELE ARRIBA,7,42
120904015,EL GUABO,43,141
120904016,GUABO ARRIBA,69,283
120904017,LLANO GATO,3,5
120904018,LOMA CHUCARA,32,103
120904019,MANGO,41,244
120904020,MIRAMAR,10,24
120904021,PALO BLANCO,15,26
120904022,PLAYA DE SAN PEDRO,9,40
120904023,QUEBRADA BONITA,28,145
120904024,QUEBRADA CAMARÓN,16,77
120904025,QUEBRADA GUABO ARRIBA,13,6
120904026,QUEBRADA MONO,7,62
120904027,QUEBRADA PEÑA,5,22
120904028,QUIMPANPAN O QUIMOPAN,17,93
120904029,RAISAL (P),40,161
120904030,RAMAS DEL GUABO,16,20
120904031,RÍO MURCIÉLAGO,9,8
120904032,SAN PEDRITO ABAJO,83,369
120904033,SAN PEDRITO ARRIBA,19,10
120904034,SEGUNDA CORRIENTE (P),56,225
120904035,CERRO MACHO,6,35
120904036,LLANO BONITO ARRIBA,1,0
120904037,NUEVA ESPERANZA,11,0
120904038,QUEBRADA GUINEA,4,3
120904039,RÍO PIEDRA (P),10,45
120904040,VEGATE,3,14
120905001,ALTO BILINGÜE,66,238
120905005,CERRO PAPAYO,26,108
120905007,CERRO PEÑÓN No. 2,4,32
120905010,DOGUIRA,42,45
